Unnamed: 0,Tree1,Tree2,VLMC dist,threshold,min_count,max_depth,Tree1 VLMC size,Tree2 VLMC size,Tree1 GC ratio,Tree2 GC ratio,evo dist
24,Tupaia belangeri,Canis lupus familiaris,0.166477,0.0,25,6,24576,24576,39.90564559866216,40.74976861025216,94.0
25,Tupaia belangeri,Equus caballus,0.149279,0.0,25,6,24576,24576,39.90564559866216,40.82579448687693,94.0
26,Tupaia belangeri,Bos taurus,0.191551,0.0,25,6,24576,24576,39.90564559866216,41.42254341828584,94.0
27,Tupaia belangeri,Oryctolagus cuniculus,0.179477,0.0,25,6,24576,24576,39.90564559866216,42.28037946782452,87.2
28,Tupaia belangeri,Rattus norvegicus,0.159325,0.0,25,6,24576,24576,39.90564559866216,41.14000337454406,87.2
29,Tupaia belangeri,Cavia porcellus,0.15239,0.0,25,6,24576,24576,39.90564559866216,38.58365568505605,87.2
30,Sorex araneus,Erinaceus europaeus,0.170465,0.0,25,6,24576,24576,38.310947587616624,35.23760603795942,66.2
31,Sorex araneus,Felis catus,0.152993,0.0,25,6,24576,24576,38.310947587616624,41.29783220895761,86.29608
32,Sorex araneus,Canis lupus familiaris,0.140785,0.0,25,6,24576,24576,38.310947587616624,40.74976861025216,86.29608
33,Sorex araneus,Equus caballus,0.1259,0.0,25,6,24576,24576,38.310947587616624,40.82579448687693,86.29608
34,Sorex araneus,Bos taurus,0.168029,0.0,25,6,24576,24576,38.310947587616624,41.42254341828584,86.29608
35,Sorex araneus,Oryctolagus cuniculus,0.157125,0.0,25,6,24576,24576,38.310947587616624,42.28037946782452,94.0
36,Sorex araneus,Rattus norvegicus,0.141934,0.0,25,6,24576,24576,38.310947587616624,41.14000337454406,94.0
37,Sorex araneus,Cavia porcellus,0.12393,0.0,25,6,24576,24576,38.310947587616624,38.58365568505605,94.0
38,Erinaceus europaeus,Felis catus,0.168367,0.0,25,6,24576,24576,35.23760603795942,41.29783220895761,86.29608
39,Erinaceus europaeus,Canis lupus familiaris,0.162022,0.0,25,6,24576,24576,35.23760603795942,40.74976861025216,86.29608
40,Erinaceus europaeus,Equus caballus,0.150184,0.0,25,6,24576,24576,35.23760603795942,40.82579448687693,86.29608
41,Erinaceus europaeus,Bos taurus,0.187433,0.0,25,6,24576,24576,35.23760603795942,41.42254341828584,86.29608
42,Erinaceus europaeus,Oryctolagus cuniculus,0.175857,0.0,25,6,24576,24576,35.23760603795942,42.28037946782452,94.0
43,Erinaceus europaeus,Rattus norvegicus,0.157423,0.0,25,6,24576,24576,35.23760603795942,41.14000337454406,94.0
44,Erinaceus europaeus,Cavia porcellus,0.149232,0.0,25,6,24576,24576,35.23760603795942,38.58365568505605,94.0
45,Felis catus,Canis lupus familiaris,0.117605,0.0,25,6,24576,24576,41.29783220895761,40.74976861025216,55.36164
46,Felis catus,Equus caballus,0.121437,0.0,25,6,24576,24576,41.29783220895761,40.82579448687693,74.25
47,Felis catus,Bos taurus,0.163059,0.0,25,6,24576,24576,41.29783220895761,41.42254341828584,76.0
48,Felis catus,Oryctolagus cuniculus,0.157098,0.0,25,6,24576,24576,41.29783220895761,42.28037946782452,94.0
49,Felis catus,Rattus norvegicus,0.138297,0.0,25,6,24576,24576,41.29783220895761,41.14000337454406,94.0
50,Felis catus,Cavia porcellus,0.123654,0.0,25,6,24576,24576,41.29783220895761,38.58365568505605,94.0
51,Canis lupus familiaris,Equus caballus,0.108857,0.0,25,6,24576,24576,40.74976861025216,40.82579448687693,74.25
52,Canis lupus familiaris,Bos taurus,0.157031,0.0,25,6,24576,24576,40.74976861025216,41.42254341828584,76.0
53,Canis lupus familiaris,Oryctolagus cuniculus,0.146569,0.0,25,6,24576,24576,40.74976861025216,42.28037946782452,94.0
54,Canis lupus familiaris,Rattus norvegicus,0.133275,0.0,25,6,24576,24576,40.74976861025216,41.14000337454406,94.0
55,Canis lupus familiaris,Cavia porcellus,0.11084,0.0,25,6,24576,24576,40.74976861025216,38.58365568505605,94.0
56,Equus caballus,Bos taurus,0.140749,0.0,25,6,24576,24576,40.82579448687693,41.42254341828584,76.0
57,Equus caballus,Oryctolagus cuniculus,0.130171,0.0,25,6,24576,24576,40.82579448687693,42.28037946782452,94.0
58,Equus caballus,Rattus norvegicus,0.106056,0.0,25,6,24576,24576,40.82579448687693,41.14000337454406,94.0
59,Equus caballus,Cavia porcellus,0.0811231,0.0,25,6,24576,24576,40.82579448687693,38.58365568505605,94.0
60,Bos taurus,Oryctolagus cuniculus,0.178066,0.0,25,6,24576,24576,41.42254341828584,42.28037946782452,94.0
61,Bos taurus,Rattus norvegicus,0.155816,0.0,25,6,24576,24576,41.42254341828584,41.14000337454406,94.0
62,Bos taurus,Cavia porcellus,0.139233,0.0,25,6,24576,24576,41.42254341828584,38.58365568505605,94.0
63,Oryctolagus cuniculus,Rattus norvegicus,0.148903,0.0,25,6,24576,24576,42.28037946782452,41.14000337454406,78.97061
64,Oryctolagus cuniculus,Cavia porcellus,0.13237,0.0,25,6,24576,24576,42.28037946782452,38.58365568505605,78.97061
65,Rattus norvegicus,Cavia porcellus,0.098745,0.0,25,6,24576,24576,41.14000337454406,38.58365568505605,69.91125
66,Otolemur garnettii,Homo sapiens subsp. Denisova,0.174049,0.0,25,9,2359291,2359296,38.0133684512176,38.559771286614,73.75492
67,Otolemur garnettii,Tupaia belangeri,0.198282,0.0,25,9,2359291,2359296,38.0133684512176,39.90564559866216,84.73
68,Otolemur garnettii,Sorex araneus,0.200567,0.0,25,9,2359291,2359296,38.0133684512176,38.310947587616624,94.0
69,Otolemur garnettii,Erinaceus europaeus,0.227356,0.0,25,9,2359291,2359281,38.0133684512176,35.23760603795942,94.0
70,Otolemur garnettii,Felis catus,0.174287,0.0,25,9,2359291,2359296,38.0133684512176,41.29783220895761,94.0
71,Otolemur garnettii,Canis lupus familiaris,0.17385,0.0,25,9,2359291,2359296,38.0133684512176,40.74976861025216,94.0
72,Otolemur garnettii,Equus caballus,0.163588,0.0,25,9,2359291,2359296,38.0133684512176,40.82579448687693,94.0
73,Otolemur garnettii,Bos taurus,0.22166,0.0,25,9,2359291,2359296,38.0133684512176,41.42254341828584,94.0
74,Otolemur garnettii,Oryctolagus cuniculus,0.208206,0.0,25,9,2359291,2359296,38.0133684512176,42.28037946782452,87.2
75,Otolemur garnettii,Rattus norvegicus,0.194665,0.0,25,9,2359291,2359296,38.0133684512176,41.14000337454406,87.2
76,Otolemur garnettii,Cavia porcellus,0.172405,0.0,25,9,2359291,2359294,38.0133684512176,38.58365568505605,87.2
77,Homo sapiens subsp. Denisova,Tupaia belangeri,0.222481,0.0,25,9,2359296,2359296,38.559771286614,39.90564559866216,84.73
78,Homo sapiens subsp. Denisova,Sorex araneus,0.226582,0.0,25,9,2359296,2359296,38.559771286614,38.310947587616624,94.0
79,Homo sapiens subsp. Denisova,Erinaceus europaeus,0.25024,0.0,25,9,2359296,2359281,38.559771286614,35.23760603795942,94.0
80,Homo sapiens subsp. Denisova,Felis catus,0.201342,0.0,25,9,2359296,2359296,38.559771286614,41.29783220895761,94.0
81,Homo sapiens subsp. Denisova,Canis lupus familiaris,0.200168,0.0,25,9,2359296,2359296,38.559771286614,40.74976861025216,94.0
82,Homo sapiens subsp. Denisova,Equus caballus,0.191365,0.0,25,9,2359296,2359296,38.559771286614,40.82579448687693,94.0
83,Homo sapiens subsp. Denisova,Bos taurus,0.24432,0.0,25,9,2359296,2359296,38.559771286614,41.42254341828584,94.0
84,Homo sapiens subsp. Denisova,Oryctolagus cuniculus,0.232304,0.0,25,9,2359296,2359296,38.559771286614,42.28037946782452,87.2
85,Homo sapiens subsp. Denisova,Rattus norvegicus,0.220698,0.0,25,9,2359296,2359296,38.559771286614,41.14000337454406,87.2
86,Homo sapiens subsp. Denisova,Cavia porcellus,0.198252,0.0,25,9,2359296,2359294,38.559771286614,38.58365568505605,87.2
87,Tupaia belangeri,Sorex araneus,0.220392,0.0,25,9,2359296,2359296,39.90564559866216,38.310947587616624,94.0
88,Tupaia belangeri,Erinaceus europaeus,0.245207,0.0,25,9,2359296,2359281,39.90564559866216,35.23760603795942,94.0
89,Tupaia belangeri,Felis catus,0.19808,0.0,25,9,2359296,2359296,39.90564559866216,41.29783220895761,94.0
90,Tupaia belangeri,Canis lupus familiaris,0.197329,0.0,25,9,2359296,2359296,39.90564559866216,40.74976861025216,94.0
91,Tupaia belangeri,Equus caballus,0.189932,0.0,25,9,2359296,2359296,39.90564559866216,40.82579448687693,94.0
92,Tupaia belangeri,Bos taurus,0.240905,0.0,25,9,2359296,2359296,39.90564559866216,41.42254341828584,94.0
93,Tupaia belangeri,Oryctolagus cuniculus,0.226132,0.0,25,9,2359296,2359296,39.90564559866216,42.28037946782452,87.2
94,Tupaia belangeri,Rattus norvegicus,0.218293,0.0,25,9,2359296,2359296,39.90564559866216,41.14000337454406,87.2
95,Tupaia belangeri,Cavia porcellus,0.202445,0.0,25,9,2359296,2359294,39.90564559866216,38.58365568505605,87.2
96,Sorex araneus,Erinaceus europaeus,0.243154,0.0,25,9,2359296,2359281,38.310947587616624,35.23760603795942,66.2
97,Sorex araneus,Felis catus,0.199276,0.0,25,9,2359296,2359296,38.310947587616624,41.29783220895761,86.29608
98,Sorex araneus,Canis lupus familiaris,0.196248,0.0,25,9,2359296,2359296,38.310947587616624,40.74976861025216,86.29608
99,Sorex araneus,Equus caballus,0.1932,0.0,25,9,2359296,2359296,38.310947587616624,40.82579448687693,86.29608
100,Sorex araneus,Bos taurus,0.240138,0.0,25,9,2359296,2359296,38.310947587616624,41.42254341828584,86.29608
101,Sorex araneus,Oryctolagus cuniculus,0.228781,0.0,25,9,2359296,2359296,38.310947587616624,42.28037946782452,94.0
102,Sorex araneus,Rattus norvegicus,0.221149,0.0,25,9,2359296,2359296,38.310947587616624,41.14000337454406,94.0
103,Sorex araneus,Cavia porcellus,0.20257,0.0,25,9,2359296,2359294,38.310947587616624,38.58365568505605,94.0
104,Erinaceus europaeus,Felis catus,0.226798,0.0,25,9,2359281,2359296,35.23760603795942,41.29783220895761,86.29608
105,Erinaceus europaeus,Canis lupus familiaris,0.225532,0.0,25,9,2359281,2359296,35.23760603795942,40.74976861025216,86.29608
106,Erinaceus europaeus,Equus caballus,0.222675,0.0,25,9,2359281,2359296,35.23760603795942,40.82579448687693,86.29608
107,Erinaceus europaeus,Bos taurus,0.265019,0.0,25,9,2359281,2359296,35.23760603795942,41.42254341828584,86.29608
108,Erinaceus europaeus,Oryctolagus cuniculus,0.252359,0.0,25,9,2359281,2359296,35.23760603795942,42.28037946782452,94.0
109,Erinaceus europaeus,Rattus norvegicus,0.244075,0.0,25,9,2359281,2359296,35.23760603795942,41.14000337454406,94.0
110,Erinaceus europaeus,Cavia porcellus,0.230278,0.0,25,9,2359281,2359294,35.23760603795942,38.58365568505605,94.0
111,Felis catus,Canis lupus familiaris,0.139755,0.0,25,9,2359296,2359296,41.29783220895761,40.74976861025216,55.36164
112,Felis catus,Equus caballus,0.159284,0.0,25,9,2359296,2359296,41.29783220895761,40.82579448687693,74.25
113,Felis catus,Bos taurus,0.218387,0.0,25,9,2359296,2359296,41.29783220895761,41.42254341828584,76.0
114,Felis catus,Oryctolagus cuniculus,0.207649,0.0,25,9,2359296,2359296,41.29783220895761,42.28037946782452,94.0
115,Felis catus,Rattus norvegicus,0.199235,0.0,25,9,2359296,2359296,41.29783220895761,41.14000337454406,94.0
116,Felis catus,Cavia porcellus,0.179889,0.0,25,9,2359296,2359294,41.29783220895761,38.58365568505605,94.0
117,Canis lupus familiaris,Equus caballus,0.15769,0.0,25,9,2359296,2359296,40.74976861025216,40.82579448687693,74.25
118,Canis lupus familiaris,Bos taurus,0.217658,0.0,25,9,2359296,2359296,40.74976861025216,41.42254341828584,76.0
119,Canis lupus familiaris,Oryctolagus cuniculus,0.205281,0.0,25,9,2359296,2359296,40.74976861025216,42.28037946782452,94.0
120,Canis lupus familiaris,Rattus norvegicus,0.199617,0.0,25,9,2359296,2359296,40.74976861025216,41.14000337454406,94.0
121,Canis lupus familiaris,Cavia porcellus,0.177259,0.0,25,9,2359296,2359294,40.74976861025216,38.58365568505605,94.0
122,Equus caballus,Bos taurus,0.211585,0.0,25,9,2359296,2359296,40.82579448687693,41.42254341828584,76.0
123,Equus caballus,Oryctolagus cuniculus,0.200297,0.0,25,9,2359296,2359296,40.82579448687693,42.28037946782452,94.0
124,Equus caballus,Rattus norvegicus,0.191713,0.0,25,9,2359296,2359296,40.82579448687693,41.14000337454406,94.0
125,Equus caballus,Cavia porcellus,0.170211,0.0,25,9,2359296,2359294,40.82579448687693,38.58365568505605,94.0
126,Bos taurus,Oryctolagus cuniculus,0.250277,0.0,25,9,2359296,2359296,41.42254341828584,42.28037946782452,94.0
127,Bos taurus,Rattus norvegicus,0.240394,0.0,25,9,2359296,2359296,41.42254341828584,41.14000337454406,94.0
128,Bos taurus,Cavia porcellus,0.224764,0.0,25,9,2359296,2359294,41.42254341828584,38.58365568505605,94.0
129,Oryctolagus cuniculus,Rattus norvegicus,0.230261,0.0,25,9,2359296,2359296,42.28037946782452,41.14000337454406,78.97061
130,Oryctolagus cuniculus,Cavia porcellus,0.211881,0.0,25,9,2359296,2359294,42.28037946782452,38.58365568505605,78.97061
131,Rattus norvegicus,Cavia porcellus,0.19616,0.0,25,9,2359296,2359294,41.14000337454406,38.58365568505605,69.91125
132,Otolemur garnettii,Homo sapiens subsp. Denisova,0.213849,0.0,25,12,149954265,157466970,38.0133684512176,38.559771286614,73.75492
133,Otolemur garnettii,Tupaia belangeri,0.231597,0.0,25,12,149954265,149811902,38.0133684512176,39.90564559866216,84.73
134,Otolemur garnettii,Sorex araneus,0.239603,0.0,25,12,149954265,154664993,38.0133684512176,38.310947587616624,94.0
135,Otolemur garnettii,Erinaceus europaeus,0.25757,0.0,25,12,149954265,138227771,38.0133684512176,35.23760603795942,94.0
136,Otolemur garnettii,Felis catus,0.208755,0.0,25,12,149954265,163304671,38.0133684512176,41.29783220895761,94.0
137,Otolemur garnettii,Canis lupus familiaris,0.205385,0.0,25,12,149954265,151719617,38.0133684512176,40.74976861025216,94.0
138,Otolemur garnettii,Equus caballus,0.207367,0.0,25,12,149954265,163861668,38.0133684512176,40.82579448687693,94.0
139,Otolemur garnettii,Bos taurus,0.238994,0.0,25,12,149954265,153295999,38.0133684512176,41.42254341828584,94.0
140,Otolemur garnettii,Oryctolagus cuniculus,0.234559,0.0,25,12,149954265,159967302,38.0133684512176,42.28037946782452,87.2
141,Otolemur garnettii,Rattus norvegicus,0.227143,0.0,25,12,149954265,157641967,38.0133684512176,41.14000337454406,87.2
142,Otolemur garnettii,Cavia porcellus,0.230688,0.0,25,12,149954265,152628324,38.0133684512176,38.58365568505605,87.2
143,Homo sapiens subsp. Denisova,Tupaia belangeri,0.248641,0.0,25,12,157466970,149811902,38.559771286614,39.90564559866216,84.73
144,Homo sapiens subsp. Denisova,Sorex araneus,0.257976,0.0,25,12,157466970,154664993,38.559771286614,38.310947587616624,94.0
145,Homo sapiens subsp. Denisova,Erinaceus europaeus,0.273277,0.0,25,12,157466970,138227771,38.559771286614,35.23760603795942,94.0
146,Homo sapiens subsp. Denisova,Felis catus,0.227059,0.0,25,12,157466970,163304671,38.559771286614,41.29783220895761,94.0
147,Homo sapiens subsp. Denisova,Canis lupus familiaris,0.222135,0.0,25,12,157466970,151719617,38.559771286614,40.74976861025216,94.0
148,Homo sapiens subsp. Denisova,Equus caballus,0.223872,0.0,25,12,157466970,163861668,38.559771286614,40.82579448687693,94.0
149,Homo sapiens subsp. Denisova,Bos taurus,0.254608,0.0,25,12,157466970,153295999,38.559771286614,41.42254341828584,94.0
150,Homo sapiens subsp. Denisova,Oryctolagus cuniculus,0.251877,0.0,25,12,157466970,159967302,38.559771286614,42.28037946782452,87.2
151,Homo sapiens subsp. Denisova,Rattus norvegicus,0.247166,0.0,25,12,157466970,157641967,38.559771286614,41.14000337454406,87.2
152,Homo sapiens subsp. Denisova,Cavia porcellus,0.247127,0.0,25,12,157466970,152628324,38.559771286614,38.58365568505605,87.2
153,Tupaia belangeri,Sorex araneus,0.253727,0.0,25,12,149811902,154664993,39.90564559866216,38.310947587616624,94.0
154,Tupaia belangeri,Erinaceus europaeus,0.269486,0.0,25,12,149811902,138227771,39.90564559866216,35.23760603795942,94.0
155,Tupaia belangeri,Felis catus,0.228784,0.0,25,12,149811902,163304671,39.90564559866216,41.29783220895761,94.0
156,Tupaia belangeri,Canis lupus familiaris,0.224413,0.0,25,12,149811902,151719617,39.90564559866216,40.74976861025216,94.0
157,Tupaia belangeri,Equus caballus,0.228462,0.0,25,12,149811902,163861668,39.90564559866216,40.82579448687693,94.0
158,Tupaia belangeri,Bos taurus,0.255255,0.0,25,12,149811902,153295999,39.90564559866216,41.42254341828584,94.0
159,Tupaia belangeri,Oryctolagus cuniculus,0.248661,0.0,25,12,149811902,159967302,39.90564559866216,42.28037946782452,87.2
160,Tupaia belangeri,Rattus norvegicus,0.245739,0.0,25,12,149811902,157641967,39.90564559866216,41.14000337454406,87.2
161,Tupaia belangeri,Cavia porcellus,0.250329,0.0,25,12,149811902,152628324,39.90564559866216,38.58365568505605,87.2
162,Sorex araneus,Erinaceus europaeus,0.269969,0.0,25,12,154664993,138227771,38.310947587616624,35.23760603795942,66.2
163,Sorex araneus,Felis catus,0.233966,0.0,25,12,154664993,163304671,38.310947587616624,41.29783220895761,86.29608
164,Sorex araneus,Canis lupus familiaris,0.228646,0.0,25,12,154664993,151719617,38.310947587616624,40.74976861025216,86.29608
165,Sorex araneus,Equus caballus,0.235861,0.0,25,12,154664993,163861668,38.310947587616624,40.82579448687693,86.29608
166,Sorex araneus,Bos taurus,0.258731,0.0,25,12,154664993,153295999,38.310947587616624,41.42254341828584,86.29608
167,Sorex araneus,Oryctolagus cuniculus,0.253856,0.0,25,12,154664993,159967302,38.310947587616624,42.28037946782452,94.0
168,Sorex araneus,Rattus norvegicus,0.250856,0.0,25,12,154664993,157641967,38.310947587616624,41.14000337454406,94.0
169,Sorex araneus,Cavia porcellus,0.253846,0.0,25,12,154664993,152628324,38.310947587616624,38.58365568505605,94.0
170,Erinaceus europaeus,Felis catus,0.253677,0.0,25,12,138227771,163304671,35.23760603795942,41.29783220895761,86.29608
171,Erinaceus europaeus,Canis lupus familiaris,0.24916,0.0,25,12,138227771,151719617,35.23760603795942,40.74976861025216,86.29608
172,Erinaceus europaeus,Equus caballus,0.255818,0.0,25,12,138227771,163861668,35.23760603795942,40.82579448687693,86.29608
173,Erinaceus europaeus,Bos taurus,0.276512,0.0,25,12,138227771,153295999,35.23760603795942,41.42254341828584,86.29608
174,Erinaceus europaeus,Oryctolagus cuniculus,0.272368,0.0,25,12,138227771,159967302,35.23760603795942,42.28037946782452,94.0
175,Erinaceus europaeus,Rattus norvegicus,0.266741,0.0,25,12,138227771,157641967,35.23760603795942,41.14000337454406,94.0
176,Erinaceus europaeus,Cavia porcellus,0.271635,0.0,25,12,138227771,152628324,35.23760603795942,38.58365568505605,94.0
177,Felis catus,Canis lupus familiaris,0.171882,0.0,25,12,163304671,151719617,41.29783220895761,40.74976861025216,55.36164
178,Felis catus,Equus caballus,0.195015,0.0,25,12,163304671,163861668,41.29783220895761,40.82579448687693,74.25
179,Felis catus,Bos taurus,0.230916,0.0,25,12,163304671,153295999,41.29783220895761,41.42254341828584,76.0
180,Felis catus,Oryctolagus cuniculus,0.229588,0.0,25,12,163304671,159967302,41.29783220895761,42.28037946782452,94.0
181,Felis catus,Rattus norvegicus,0.227704,0.0,25,12,163304671,157641967,41.29783220895761,41.14000337454406,94.0
182,Felis catus,Cavia porcellus,0.231664,0.0,25,12,163304671,152628324,41.29783220895761,38.58365568505605,94.0
183,Canis lupus familiaris,Equus caballus,0.191266,0.0,25,12,151719617,163861668,40.74976861025216,40.82579448687693,74.25
184,Canis lupus familiaris,Bos taurus,0.226677,0.0,25,12,151719617,153295999,40.74976861025216,41.42254341828584,76.0
185,Canis lupus familiaris,Oryctolagus cuniculus,0.224655,0.0,25,12,151719617,159967302,40.74976861025216,42.28037946782452,94.0
186,Canis lupus familiaris,Rattus norvegicus,0.224341,0.0,25,12,151719617,157641967,40.74976861025216,41.14000337454406,94.0
187,Canis lupus familiaris,Cavia porcellus,0.227387,0.0,25,12,151719617,152628324,40.74976861025216,38.58365568505605,94.0
188,Equus caballus,Bos taurus,0.229822,0.0,25,12,163861668,153295999,40.82579448687693,41.42254341828584,76.0
189,Equus caballus,Oryctolagus cuniculus,0.2298,0.0,25,12,163861668,159967302,40.82579448687693,42.28037946782452,94.0
190,Equus caballus,Rattus norvegicus,0.22917,0.0,25,12,163861668,157641967,40.82579448687693,41.14000337454406,94.0
191,Equus caballus,Cavia porcellus,0.231822,0.0,25,12,163861668,152628324,40.82579448687693,38.58365568505605,94.0
192,Bos taurus,Oryctolagus cuniculus,0.256641,0.0,25,12,153295999,159967302,41.42254341828584,42.28037946782452,94.0
193,Bos taurus,Rattus norvegicus,0.253843,0.0,25,12,153295999,157641967,41.42254341828584,41.14000337454406,94.0
194,Bos taurus,Cavia porcellus,0.256811,0.0,25,12,153295999,152628324,41.42254341828584,38.58365568505605,94.0
195,Oryctolagus cuniculus,Rattus norvegicus,0.248886,0.0,25,12,159967302,157641967,42.28037946782452,41.14000337454406,78.97061
196,Oryctolagus cuniculus,Cavia porcellus,0.251338,0.0,25,12,159967302,152628324,42.28037946782452,38.58365568505605,78.97061
197,Rattus norvegicus,Cavia porcellus,0.241071,0.0,25,12,157641967,152628324,41.14000337454406,38.58365568505605,69.91125
198,Otolemur garnettii,Homo sapiens subsp. Denisova,0.125118,0.0,50,6,24576,24576,38.0133684512176,38.559771286614,73.75492
199,Otolemur garnettii,Tupaia belangeri,0.164089,0.0,50,6,24576,24576,38.0133684512176,39.90564559866216,84.73
200,Otolemur garnettii,Sorex araneus,0.140797,0.0,50,6,24576,24576,38.0133684512176,38.310947587616624,94.0
201,Otolemur garnettii,Erinaceus europaeus,0.161165,0.0,50,6,24576,24576,38.0133684512176,35.23760603795942,94.0
202,Otolemur garnettii,Felis catus,0.138169,0.0,50,6,24576,24576,38.0133684512176,41.29783220895761,94.0
203,Otolemur garnettii,Canis lupus familiaris,0.129544,0.0,50,6,24576,24576,38.0133684512176,40.74976861025216,94.0
204,Otolemur garnettii,Equus caballus,0.101757,0.0,50,6,24576,24576,38.0133684512176,40.82579448687693,94.0
205,Otolemur garnettii,Bos taurus,0.155564,0.0,50,6,24576,24576,38.0133684512176,41.42254341828584,94.0
206,Otolemur garnettii,Oryctolagus cuniculus,0.143385,0.0,50,6,24576,24576,38.0133684512176,42.28037946782452,87.2
207,Otolemur garnettii,Rattus norvegicus,0.120689,0.0,50,6,24576,24576,38.0133684512176,41.14000337454406,87.2
208,Otolemur garnettii,Cavia porcellus,0.0991773,0.0,50,6,24576,24576,38.0133684512176,38.58365568505605,87.2
209,Homo sapiens subsp. Denisova,Tupaia belangeri,0.185957,0.0,50,6,24576,24576,38.559771286614,39.90564559866216,84.73
210,Homo sapiens subsp. Denisova,Sorex araneus,0.170381,0.0,50,6,24576,24576,38.559771286614,38.310947587616624,94.0
211,Homo sapiens subsp. Denisova,Erinaceus europaeus,0.184964,0.0,50,6,24576,24576,38.559771286614,35.23760603795942,94.0
212,Homo sapiens subsp. Denisova,Felis catus,0.163258,0.0,50,6,24576,24576,38.559771286614,41.29783220895761,94.0
213,Homo sapiens subsp. Denisova,Canis lupus familiaris,0.153303,0.0,50,6,24576,24576,38.559771286614,40.74976861025216,94.0
214,Homo sapiens subsp. Denisova,Equus caballus,0.138604,0.0,50,6,24576,24576,38.559771286614,40.82579448687693,94.0
215,Homo sapiens subsp. Denisova,Bos taurus,0.181727,0.0,50,6,24576,24576,38.559771286614,41.42254341828584,94.0
216,Homo sapiens subsp. Denisova,Oryctolagus cuniculus,0.170509,0.0,50,6,24576,24576,38.559771286614,42.28037946782452,87.2
217,Homo sapiens subsp. Denisova,Rattus norvegicus,0.151456,0.0,50,6,24576,24576,38.559771286614,41.14000337454406,87.2
218,Homo sapiens subsp. Denisova,Cavia porcellus,0.131456,0.0,50,6,24576,24576,38.559771286614,38.58365568505605,87.2
219,Tupaia belangeri,Sorex araneus,0.174732,0.0,50,6,24576,24576,39.90564559866216,38.310947587616624,94.0
220,Tupaia belangeri,Erinaceus europaeus,0.191063,0.0,50,6,24576,24576,39.90564559866216,35.23760603795942,94.0
221,Tupaia belangeri,Felis catus,0.174785,0.0,50,6,24576,24576,39.90564559866216,41.29783220895761,94.0
